"  crm_activities  ·  1,200 lignes  ·  8 colonnes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ACT0810,Meeting,2024-08-24,CON0238,OPP0183,60,Competitive evaluation underway.,EMP0024
ACT0811,Webinar,2022-12-30,CON0393,OPP0492,60,Pricing negotiation in progress.,EMP0086
ACT0812,Email,2023-07-02,CON0500,OPP0392,60,Demo completed - positive reception from technical team.,EMP0095
ACT0813,Demo,2024-11-12,CON0063,OPP0318,60,Integration requirements clarified.,EMP0077
ACT0814,Email,2023-06-30,CON0485,OPP0401,45,Contract review scheduled for next month.,EMP0064
ACT0815,Site Visit,2024-01-30,CON0164,OPP0148,60,Executive sponsor confirmed budget.,EMP0070
ACT0816,Site Visit,2024-06-08,CON0737,OPP0163,120,Contract review scheduled for next month.,EMP0087
ACT0817,Demo,2024-04-15,CON0131,OPP0391,120,Security questionnaire submitted and reviewed.,EMP0148
ACT0818,Webinar,2023-05-27,CON0158,OPP0149,30,Security questionnaire submitted and reviewed.,EMP0100
ACT0819,Proposal Review,2022-11-05,CON0305,OPP0053,45,Legal review of MSA initiated.,EMP0021
ACT0820,Meeting,2024-07-26,CON0661,OPP0358,60,Contract review scheduled for next month.,EMP0141
ACT0821,Demo,2023-10-26,CON0278,OPP0109,120,Decision maker out of office; rescheduled.,EMP0106
ACT0822,Webinar,2024-10-21,CON0768,OPP0220,30,Renewal discussion started for next fiscal year.,EMP0148
ACT0823,Call,2024-04-25,CON0104,OPP0202,120,Stakeholder alignment meeting held.,EMP0038
ACT0824,Follow-up,2024-08-21,CON0605,OPP0328,30,POC results reviewed - client satisfied.,EMP0140
ACT0825,Email,2024-04-30,CON0099,OPP0182,30,Renewal discussion started for next fiscal year.,EMP0129
ACT0826,Email,2022-07-27,CON0404,OPP0460,90,Renewal discussion started for next fiscal year.,EMP0051
ACT0827,Proposal Review,2022-07-01,CON0030,OPP0126,15,Legal review of MSA initiated.,EMP0054
ACT0828,Proposal Review,2022-09-25,CON0389,OPP0031,60,New requirements gathered for phase 2.,EMP0043
ACT0829,Call,2022-07-15,CON0281,OPP0275,90,Integration requirements clarified.,EMP0124
ACT0830,Call,2022-10-14,CON0396,OPP0375,45,POC results reviewed - client satisfied.,EMP0054
ACT0831,Email,2022-09-27,CON0126,OPP0147,60,Executive sponsor confirmed budget.,EMP0051
ACT0832,Follow-up,2024-06-24,CON0407,OPP0095,45,Renewal discussion started for next fiscal year.,EMP0072
ACT0833,Meeting,2022-12-03,CON0398,OPP0432,120,Decision maker out of office; rescheduled.,EMP0089
ACT0834,Site Visit,2023-02-25,CON0196,OPP0307,15,Legal review of MSA initiated.,EMP0036
ACT0835,Follow-up,2022-01-24,CON0221,OPP0203,90,Decision maker out of office; rescheduled.,EMP0130
ACT0836,Email,2022-08-13,CON0186,OPP0329,60,New requirements gathered for phase 2.,EMP0099
ACT0837,Follow-up,2024-07-31,CON0091,OPP0318,60,Legal review of MSA initiated.,EMP0007
ACT0838,Site Visit,2023-04-05,CON0224,OPP0169,30,POC results reviewed - client satisfied.,EMP0029
ACT0839,Call,2022-08-03,CON0399,OPP0056,30,Pricing negotiation in progress.,EMP0147
ACT0840,Call,2022-08-21,CON0411,OPP0398,120,Contract review scheduled for next month.,EMP0146
ACT0841,Follow-up,2022-03-11,CON0780,OPP0387,15,Contract review scheduled for next month.,EMP0058
ACT0842,Demo,2023-07-12,CON0279,OPP0111,60,Security questionnaire submitted and reviewed.,EMP0108
ACT0843,Proposal Review,2023-02-25,CON0703,OPP0141,90,Executive sponsor confirmed budget.,EMP0026
ACT0844,Follow-up,2022-04-04,CON0577,OPP0280,120,Decision maker out of office; rescheduled.,EMP0023
ACT0845,Call,2022-05-26,CON0445,OPP0253,90,Contract review scheduled for next month.,EMP0010
ACT0846,Email,2023-05-30,CON0558,OPP0047,15,Integration requirements clarified.,EMP0003
ACT0847,Follow-up,2022-06-20,CON0791,OPP0013,15,Competitive evaluation underway.,EMP0080
ACT0848,Meeting,2022-03-21,CON0155,OPP0272,90,Competitive evaluation underway.,EMP0107
ACT0849,Site Visit,2022-09-01,CON0414,OPP0469,90,Discussed roadmap and budget approval.,EMP0019
ACT0850,Call,2023-05-20,CON0299,OPP0074,15,Competitive evaluation underway.,EMP0052
ACT0851,Follow-up,2024-10-24,CON0761,OPP0479,45,Decision maker out of office; rescheduled.,EMP0142
ACT0852,Follow-up,2022-11-16,CON0062,OPP0108,45,Contract review scheduled for next month.,EMP0020
ACT0853,Site Visit,2022-05-06,CON0713,OPP0245,90,Renewal discussion started for next fiscal year.,EMP0025
ACT0854,Proposal Review,2022-07-24,CON0211,OPP0472,90,Integration requirements clarified.,EMP0016
ACT0855,Email,2023-10-26,CON0493,OPP0051,120,Security questionnaire submitted and reviewed.,EMP0023
ACT0856,Proposal Review,2022-08-26,CON0209,OPP0449,30,Executive sponsor confirmed budget.,EMP0026
ACT0857,Follow-up,2022-02-03,CON0139,OPP0156,60,Renewal discussion started for next fiscal year.,EMP0002
ACT0858,Meeting,2024-12-02,CON0569,OPP0412,120,Follow-up on proposal sent last week.,EMP0075
ACT0859,Email,2022-09-02,CON0136,OPP0431,90,Legal review of MSA initiated.,EMP0077
ACT0860,Webinar,2022-10-07,CON0497,OPP0479,120,Follow-up on proposal sent last week.,EMP0055
ACT0861,Site Visit,2024-09-02,CON0523,OPP0189,60,Integration requirements clarified.,EMP0076
ACT0862,Site Visit,2023-01-20,CON0620,OPP0037,30,Stakeholder alignment meeting held.,EMP0021
ACT0863,Call,2024-10-19,CON0309,OPP0315,15,Renewal discussion started for next fiscal year.,EMP0098
ACT0864,Email,2023-08-10,CON0174,OPP0128,120,Demo completed - positive reception from technical team.,EMP0031
ACT0865,Webinar,2023-08-05,CON0050,OPP0039,120,Contract review scheduled for next month.,EMP0022
ACT0866,Webinar,2023-03-23,CON0340,OPP0027,60,POC results reviewed - client satisfied.,EMP0111
ACT0867,Meeting,2024-03-06,CON0069,OPP0209,90,Decision maker out of office; rescheduled.,EMP0089
ACT0868,Webinar,2022-12-09,CON0331,OPP0090,120,Legal review of MSA initiated.,EMP0080
ACT0869,Email,2022-01-05,CON0143,OPP0325,45,Decision maker out of office; rescheduled.,EMP0125
ACT0870,Email,2024-08-13,CON0598,OPP0278,90,New requirements gathered for phase 2.,EMP0071
ACT0871,Webinar,2024-05-22,CON0400,OPP0310,45,Stakeholder alignment meeting held.,EMP0146
ACT0872,Demo,2022-04-30,CON0032,OPP0190,15,POC results reviewed - client satisfied.,EMP0088
ACT0873,Site Visit,2024-07-13,CON0357,OPP0481,120,Security questionnaire submitted and reviewed.,EMP0103
ACT0874,Demo,2024-01-19,CON0373,OPP0399,90,Decision maker out of office; rescheduled.,EMP0038
ACT0875,Meeting,2024-07-07,CON0654,OPP0371,15,Legal review of MSA initiated.,EMP0040
ACT0876,Site Visit,2024-04-07,CON0137,OPP0390,120,Pricing negotiation in progress.,EMP0104
ACT0877,Webinar,2022-02-23,CON0266,OPP0196,15,Legal review of MSA initiated.,EMP0006
ACT0878,Call,2022-06-19,CON0302,OPP0440,120,Security questionnaire submitted and reviewed.,EMP0071
ACT0879,Email,2023-04-01,CON0006,OPP0420,60,Stakeholder alignment meeting held.,EMP0108
ACT0880,Meeting,2023-06-18,CON0042,OPP0404,120,Stakeholder alignment meeting held.,EMP0114
ACT0881,Email,2022-01-11,CON0004,OPP0496,120,Competitive evaluation underway.,EMP0106
ACT0882,Site Visit,2022-05-01,CON0689,OPP0140,15,Legal review of MSA initiated.,EMP0035
ACT0883,Meeting,2022-01-16,CON0484,OPP0209,30,Contract review scheduled for next month.,EMP0129
ACT0884,Email,2022-09-07,CON0360,OPP0446,120,Demo completed - positive reception from technical team.,EMP0036
ACT0885,Demo,2022-10-20,CON0566,OPP0076,30,Demo completed - positive reception from technical team.,EMP0143
ACT0886,Meeting,2023-08-05,CON0014,OPP0275,45,Legal review of MSA initiated.,EMP0084
ACT0887,Meeting,2024-12-13,CON0198,OPP0184,90,POC results reviewed - client satisfied.,EMP0077
ACT0888,Call,2022-01-03,CON0280,OPP0048,15,New requirements gathered for phase 2.,EMP0142
ACT0889,Follow-up,2024-07-15,CON0620,OPP0411,15,Contract review scheduled for next month.,EMP0096
ACT0890,Email,2022-08-25,CON0253,OPP0178,120,Discussed roadmap and budget approval.,EMP0081
ACT0891,Demo,2023-10-15,CON0799,OPP0484,60,Security questionnaire submitted and reviewed.,EMP0038
ACT0892,Meeting,2024-12-22,CON0607,OPP0068,15,Executive sponsor confirmed budget.,EMP0112
ACT0893,Follow-up,2022-08-29,CON0655,OPP0359,120,Pricing negotiation in progress.,EMP0126
ACT0894,Call,2024-08-09,CON0537,OPP0124,15,Demo completed - positive reception from technical team.,EMP0139
ACT0895,Call,2022-05-30,CON0025,OPP0459,45,Follow-up on proposal sent last week.,EMP0074
ACT0896,Webinar,2023-05-12,CON0309,OPP0040,90,Pricing negotiation in progress.,EMP0033
ACT0897,Email,2023-06-22,CON0295,OPP0241,90,Integration requirements clarified.,EMP0117
ACT0898,Follow-up,2022-09-21,CON0564,OPP0019,30,Follow-up on proposal sent last week.,EMP0131
ACT0899,Demo,2022-02-16,CON0395,OPP0114,45,Legal review of MSA initiated.,EMP0144
ACT0900,Call,2023-04-11,CON0476,OPP0286,90,Executive sponsor confirmed budget.,EMP0030
ACT0901,Meeting,2022-07-19,CON0228,OPP0422,120,POC results reviewed - client satisfied.,EMP0114
ACT0902,Follow-up,2023-05-06,CON0738,OPP0207,90,POC results reviewed - client satisfied.,EMP0004
ACT0903,Webinar,2023-11-11,CON0566,OPP0166,45,Security questionnaire submitted and reviewed.,EMP0127
ACT0904,Webinar,2023-09-19,CON0715,OPP0394,15,Stakeholder alignment meeting held.,EMP0072
ACT0905,Meeting,2022-01-02,CON0430,OPP0309,60,POC results reviewed - client satisfied.,EMP0013
ACT0906,Follow-up,2024-01-06,CON0157,OPP0267,90,Executive sponsor confirmed budget.,EMP0140
ACT0907,Site Visit,2022-01-31,CON0387,OPP0035,120,Discussed roadmap and budget approval.,EMP0100
ACT0908,Webinar,2024-05-10,CON0471,OPP0124,30,Legal review of MSA initiated.,EMP0070
ACT0909,Webinar,2024-06-28,CON0045,OPP0043,60,Pricing negotiation in progress.,EMP0037
ACT0910,Proposal Review,2024-04-28,CON0096,OPP0475,30,Integration requirements clarified.,EMP0144
ACT0911,Email,2023-09-05,CON0602,OPP0461,90,Discussed roadmap and budget approval.,EMP0036
ACT0912,Webinar,2023-03-27,CON0651,OPP0011,90,Decision maker out of office; rescheduled.,EMP0050
ACT0913,Proposal Review,2024-03-27,CON0631,OPP0315,30,Renewal discussion started for next fiscal year.,EMP0102
ACT0914,Follow-up,2023-07-06,CON0309,OPP0236,60,Competitive evaluation underway.,EMP0047
ACT0915,Webinar,2022-01-19,CON0545,OPP0145,120,Demo completed - positive reception from technical team.,EMP0062
ACT0916,Meeting,2023-05-29,CON0179,OPP0109,45,Stakeholder alignment meeting held.,EMP0002
ACT0917,Call,2023-07-15,CON0082,OPP0233,120,Demo completed - positive reception from technical team.,EMP0079
ACT0918,Email,2023-11-09,CON0351,OPP0127,60,POC results reviewed - client satisfied.,EMP0028
ACT0919,Webinar,2024-12-30,CON0347,OPP0162,60,Decision maker out of office; rescheduled.,EMP0150
ACT0920,Call,2024-02-26,CON0179,OPP0428,60,POC results reviewed - client satisfied.,EMP0097
ACT0921,Call,2022-11-29,CON0285,OPP0085,45,Legal review of MSA initiated.,EMP0016
ACT0922,Demo,2023-03-13,CON0227,OPP0337,30,POC results reviewed - client satisfied.,EMP0087
ACT0923,Follow-up,2024-01-05,CON0186,OPP0477,30,Competitive evaluation underway.,EMP0022
ACT0924,Webinar,2022-10-13,CON0538,OPP0199,30,Discussed roadmap and budget approval.,EMP0072
ACT0925,Call,2022-10-14,CON0620,OPP0223,60,Demo completed - positive reception from technical team.,EMP0024
ACT0926,Proposal Review,2022-11-20,CON0102,OPP0249,45,Demo completed - positive reception from technical team.,EMP0036
ACT0927,Meeting,2022-02-24,CON0310,OPP0045,60,Legal review of MSA initiated.,EMP0139
ACT0928,Meeting,2022-09-02,CON0368,OPP0351,30,POC results reviewed - client satisfied.,EMP0046
ACT0929,Site Visit,2024-02-23,CON0619,OPP0108,60,Competitive evaluation underway.,EMP0002
ACT0930,Site Visit,2023-03-30,CON0130,OPP0420,45,Executive sponsor confirmed budget.,EMP0009
ACT0931,Demo,2022-09-06,CON0237,OPP0301,30,Stakeholder alignment meeting held.,EMP0012
ACT0932,Follow-up,2024-12-24,CON0799,OPP0481,45,Discussed roadmap and budget approval.,EMP0048
ACT0933,Meeting,2022-04-03,CON0429,OPP0049,120,POC results reviewed - client satisfied.,EMP0013
ACT0934,Email,2023-05-06,CON0659,OPP0125,30,Pricing negotiation in progress.,EMP0058
ACT0935,Proposal Review,2024-09-24,CON0087,OPP0310,15,Discussed roadmap and budget approval.,EMP0015
ACT0936,Call,2023-01-12,CON0726,OPP0298,120,Pricing negotiation in progress.,EMP0111
ACT0937,Email,2024-02-11,CON0150,OPP0095,45,Integration requirements clarified.,EMP0072
ACT0938,Proposal Review,2022-05-12,CON0527,OPP0379,45,Pricing negotiation in progress.,EMP0080
ACT0939,Call,2024-07-09,CON0594,OPP0319,30,Contract review scheduled for next month.,EMP0001
ACT0940,Follow-up,2023-12-06,CON0745,OPP0412,30,Demo completed - positive reception from technical team.,EMP0060
ACT0941,Email,2024-02-28,CON0667,OPP0322,60,Legal review of MSA initiated.,EMP0137
ACT0942,Email,2023-08-07,CON0340,OPP0193,45,Legal review of MSA initiated.,EMP0074
ACT0943,Demo,2024-06-28,CON0014,OPP0401,120,Follow-up on proposal sent last week.,EMP0076
ACT0944,Webinar,2023-02-06,CON0694,OPP0315,120,Security questionnaire submitted and reviewed.,EMP0027
ACT0945,Email,2024-07-13,CON0511,OPP0220,60,New requirements gathered for phase 2.,EMP0110
ACT0946,Webinar,2022-04-30,CON0353,OPP0091,120,Legal review of MSA initiated.,EMP0108
ACT0947,Email,2022-09-14,CON0028,OPP0402,90,Demo completed - positive reception from technical team.,EMP0142
ACT0948,Email,2023-10-20,CON0489,OPP0281,15,Integration requirements clarified.,EMP0019
ACT0949,Call,2022-11-16,CON0136,OPP0126,15,Renewal discussion started for next fiscal year.,EMP0030
ACT0950,Site Visit,2024-09-06,CON0642,OPP0281,120,Security questionnaire submitted and reviewed.,EMP0114
ACT0951,Call,2024-03-02,CON0645,OPP0423,60,Renewal discussion started for next fiscal year.,EMP0110
ACT0952,Demo,2023-11-18,CON0252,OPP0070,30,Contract review scheduled for next month.,EMP0125
ACT0953,Email,2023-12-30,CON0600,OPP0080,15,Competitive evaluation underway.,EMP0036
ACT0954,Site Visit,2024-11-24,CON0738,OPP0146,120,Stakeholder alignment meeting held.,EMP0095
ACT0955,Site Visit,2023-03-28,CON0510,OPP0043,15,Decision maker out of office; rescheduled.,EMP0039
ACT0956,Follow-up,2023-01-30,CON0023,OPP0021,15,New requirements gathered for phase 2.,EMP0063
ACT0957,Proposal Review,2023-11-21,CON0792,OPP0466,30,POC results reviewed - client satisfied.,EMP0138
ACT0958,Meeting,2023-05-14,CON0720,OPP0358,15,Contract review scheduled for next month.,EMP0037
ACT0959,Follow-up,2024-06-14,CON0353,OPP0307,120,Renewal discussion started for next fiscal year.,EMP0129
ACT0960,Site Visit,2024-02-18,CON0628,OPP0107,30,Legal review of MSA initiated.,EMP0138
ACT0961,Follow-up,2022-07-31,CON0503,OPP0338,90,Contract review scheduled for next month.,EMP0128
ACT0962,Site Visit,2023-12-03,CON0584,OPP0037,45,Security questionnaire submitted and reviewed.,EMP0054
ACT0963,Meeting,2022-03-26,CON0097,OPP0051,45,Renewal discussion started for next fiscal year.,EMP0008
ACT0964,Site Visit,2023-12-25,CON0168,OPP0359,60,Integration requirements clarified.,EMP0075
ACT0965,Meeting,2024-06-01,CON0456,OPP0444,30,Competitive evaluation underway.,EMP0095
ACT0966,Email,2022-10-23,CON0500,OPP0094,45,Pricing negotiation in progress.,EMP0089
ACT0967,Demo,2023-05-25,CON0501,OPP0487,45,Renewal discussion started for next fiscal year.,EMP0101
ACT0968,Webinar,2024-03-01,CON0629,OPP0241,60,Decision maker out of office; rescheduled.,EMP0136
ACT0969,Proposal Review,2024-11-13,CON0301,OPP0302,60,Demo completed - positive reception from technical team.,EMP0043
ACT0970,Follow-up,2023-08-13,CON0726,OPP0189,15,Discussed roadmap and budget approval.,EMP0079
ACT0971,Site Visit,2022-10-10,CON0323,OPP0003,60,POC results reviewed - client satisfied.,EMP0034
ACT0972,Site Visit,2023-11-01,CON0393,OPP0274,45,Competitive evaluation underway.,EMP0029
ACT0973,Meeting,2022-04-22,CON0432,OPP0393,30,Executive sponsor confirmed budget.,EMP0115
ACT0974,Site Visit,2024-10-05,CON0184,OPP0306,30,New requirements gathered for phase 2.,EMP0082
ACT0975,Call,2024-06-21,CON0599,OPP0399,30,Decision maker out of office; rescheduled.,EMP0069
ACT0976,Meeting,2022-05-30,CON0135,OPP0295,15,Decision maker out of office; rescheduled.,EMP0112
ACT0977,Webinar,2022-01-09,CON0191,OPP0076,30,Decision maker out of office; rescheduled.,EMP0127
ACT0978,Proposal Review,2022-01-13,CON0294,OPP0467,45,Legal review of MSA initiated.,EMP0146
ACT0979,Proposal Review,2022-10-08,CON0383,OPP0060,90,Decision maker out of office; rescheduled.,EMP0014
ACT0980,Proposal Review,2022-02-19,CON0209,OPP0118,120,POC results reviewed - client satisfied.,EMP0136
ACT0981,Meeting,2022-07-11,CON0300,OPP0232,90,Renewal discussion started for next fiscal year.,EMP0037
ACT0982,Demo,2023-01-31,CON0456,OPP0331,120,Security questionnaire submitted and reviewed.,EMP0040
ACT0983,Call,2023-07-07,CON0325,OPP0033,120,Security questionnaire submitted and reviewed.,EMP0102
ACT0984,Proposal Review,2024-03-30,CON0785,OPP0374,60,Discussed roadmap and budget approval.,EMP0102
ACT0985,Demo,2024-04-13,CON0646,OPP0113,120,Demo completed - positive reception from technical team.,EMP0134
ACT0986,Site Visit,2023-02-15,CON0005,OPP0058,15,Demo completed - positive reception from technical team.,EMP0039
ACT0987,Call,2022-04-11,CON0738,OPP0347,90,Decision maker out of office; rescheduled.,EMP0129
ACT0988,Follow-up,2022-09-17,CON0398,OPP0419,45,Executive sponsor confirmed budget.,EMP0140
ACT0989,Demo,2023-02-24,CON0771,OPP0109,60,Competitive evaluation underway.,EMP0116
ACT0990,Site Visit,2022-02-16,CON0522,OPP0086,120,Stakeholder alignment meeting held.,EMP0104
ACT0991,Proposal Review,2022-06-25,CON0715,OPP0106,60,Discussed roadmap and budget approval.,EMP0086
ACT0992,Follow-up,2023-08-09,CON0446,OPP0449,90,Demo completed - positive reception from technical team.,EMP0007
ACT0993,Webinar,2024-05-08,CON0287,OPP0291,120,Competitive evaluation underway.,EMP0014
ACT0994,Email,2023-01-20,CON0150,OPP0134,90,Pricing negotiation in progress.,EMP0024
ACT0995,Demo,2024-02-06,CON0052,OPP0423,120,Security questionnaire submitted and reviewed.,EMP0001
ACT0996,Email,2022-08-10,CON0340,OPP0150,60,Follow-up on proposal sent last week.,EMP0122
ACT0997,Webinar,2024-12-22,CON0733,OPP0354,120,Renewal discussion started for next fiscal year.,EMP0016
ACT0998,Call,2023-03-20,CON0537,OPP0376,90,POC results reviewed - client satisfied.,EMP0010
ACT0999,Follow-up,2023-06-07,CON0654,OPP0035,15,Decision maker out of office; rescheduled.,EMP0016
ACT1000,Follow-up,2023-05-11,CON0066,OPP0179,60,Integration requirements clarified.,EMP0131
ACT1001,Webinar,2022-06-05,CON0704,OPP0110,45,Contract review scheduled for next month.,EMP0134
ACT1002,Email,2023-07-17,CON0528,OPP0331,30,Legal review of MSA initiated.,EMP0080
ACT1003,Proposal Review,2023-10-17,CON0361,OPP0259,15,Contract review scheduled for next month.,EMP0011
ACT1004,Call,2022-07-31,CON0413,OPP0265,45,Integration requirements clarified.,EMP0073
ACT1005,Proposal Review,2022-08-14,CON0499,OPP0431,60,Stakeholder alignment meeting held.,EMP0068
ACT1006,Call,2022-07-06,CON0623,OPP0020,30,Security questionnaire submitted and reviewed.,EMP0119
ACT1007,Email,2024-04-09,CON0621,OPP0270,120,Stakeholder alignment meeting held.,EMP0053
ACT1008,Proposal Review,2022-07-30,CON0447,OPP0048,15,Pricing negotiation in progress.,EMP0133
ACT1009,Site Visit,2024-05-18,CON0530,OPP0217,15,Follow-up on proposal sent last week.,EMP0146
ACT1010,Proposal Review,2024-02-29,CON0450,OPP0183,90,New requirements gathered for phase 2.,EMP0134
ACT1011,Demo,2023-02-12,CON0164,OPP0212,15,Legal review of MSA initiated.,EMP0011
ACT1012,Webinar,2022-02-27,CON0341,OPP0497,90,Contract review scheduled for next month.,EMP0096
ACT1013,Demo,2023-06-08,CON0366,OPP0330,90,Follow-up on proposal sent last week.,EMP0090
ACT1014,Site Visit,2023-11-02,CON0451,OPP0362,30,Stakeholder alignment meeting held.,EMP0095
ACT1015,Demo,2024-01-17,CON0246,OPP0127,90,Renewal discussion started for next fiscal year.,EMP0131
ACT1016,Meeting,2023-08-02,CON0164,OPP0199,60,Renewal discussion started for next fiscal year.,EMP0037
ACT1017,Email,2024-08-16,CON0796,OPP0359,60,Pricing negotiation in progress.,EMP0144
ACT1018,Call,2022-05-17,CON0698,OPP0170,90,Competitive evaluation underway.,EMP0069
ACT1019,Site Visit,2024-05-26,CON0562,OPP0249,90,Competitive evaluation underway.,EMP0054
ACT1020,Call,2023-02-19,CON0007,OPP0078,90,Pricing negotiation in progress.,EMP0053
ACT1021,Meeting,2024-08-04,CON0184,OPP0246,60,Integration requirements clarified.,EMP0144
ACT1022,Demo,2023-06-07,CON0325,OPP0036,120,Pricing negotiation in progress.,EMP0016
ACT1023,Meeting,2023-10-18,CON0129,OPP0448,90,Pricing negotiation in progress.,EMP0077
ACT1024,Site Visit,2022-08-07,CON0245,OPP0003,90,Legal review of MSA initiated.,EMP0049
ACT1025,Call,2024-08-24,CON0129,OPP0454,120,Competitive evaluation underway.,EMP0003
ACT1026,Proposal Review,2023-04-04,CON0569,OPP0443,120,Competitive evaluation underway.,EMP0043
ACT1027,Proposal Review,2024-08-31,CON0481,OPP0234,120,Executive sponsor confirmed budget.,EMP0030
ACT1028,Email,2024-10-23,CON0300,OPP0072,45,Demo completed - positive reception from technical team.,EMP0124
ACT1029,Site Visit,2023-02-11,CON0002,OPP0400,90,Discussed roadmap and budget approval.,EMP0003
ACT1030,Proposal Review,2022-06-19,CON0150,OPP0038,15,Competitive evaluation underway.,EMP0037
ACT1031,Follow-up,2022-10-16,CON0199,OPP0152,120,Decision maker out of office; rescheduled.,EMP0126
ACT1032,Demo,2022-04-17,CON0358,OPP0379,120,Legal review of MSA initiated.,EMP0115
ACT1033,Proposal Review,2022-07-12,CON0776,OPP0317,120,Security questionnaire submitted and reviewed.,EMP0110
ACT1034,Email,2024-08-30,CON0111,OPP0193,45,New requirements gathered for phase 2.,EMP0112
ACT1035,Webinar,2024-03-27,CON0413,OPP0395,60,Integration requirements clarified.,EMP0076
ACT1036,Call,2024-02-13,CON0537,OPP0438,30,Contract review scheduled for next month.,EMP0074
ACT1037,Follow-up,2022-02-02,CON0018,OPP0315,120,Pricing negotiation in progress.,EMP0039
ACT1038,Meeting,2023-07-31,CON0142,OPP0346,60,Renewal discussion started for next fiscal year.,EMP0094
ACT1039,Demo,2024-07-28,CON0640,OPP0103,120,Demo completed - positive reception from technical team.,EMP0033
ACT1040,Email,2022-06-05,CON0779,OPP0133,30,POC results reviewed - client satisfied.,EMP0004
ACT1041,Proposal Review,2022-02-13,CON0371,OPP0355,45,Legal review of MSA initiated.,EMP0063
ACT1042,Site Visit,2022-04-13,CON0781,OPP0059,45,Legal review of MSA initiated.,EMP0030
ACT1043,Email,2023-11-05,CON0039,OPP0382,120,Follow-up on proposal sent last week.,EMP0012
ACT1044,Email,2024-03-23,CON0726,OPP0425,30,Integration requirements clarified.,EMP0003
ACT1045,Call,2024-10-29,CON0034,OPP0069,60,Pricing negotiation in progress.,EMP0144
ACT1046,Demo,2023-06-20,CON0480,OPP0466,45,POC results reviewed - client satisfied.,EMP0117
ACT1047,Demo,2023-03-28,CON0327,OPP0148,90,Stakeholder alignment meeting held.,EMP0053
ACT1048,Webinar,2024-10-04,CON0092,OPP0308,30,Follow-up on proposal sent last week.,EMP0073
ACT1049,Site Visit,2024-08-24,CON0584,OPP0047,45,Integration requirements clarified.,EMP0063
ACT1050,Site Visit,2024-03-04,CON0291,OPP0348,30,Executive sponsor confirmed budget.,EMP0040
ACT1051,Call,2023-03-02,CON0094,OPP0483,60,New requirements gathered for phase 2.,EMP0036
ACT1052,Site Visit,2024-05-16,CON0374,OPP0075,90,Demo completed - positive reception from technical team.,EMP0080
ACT1053,Site Visit,2023-11-14,CON0271,OPP0440,90,Security questionnaire submitted and reviewed.,EMP0043
ACT1054,Proposal Review,2022-09-21,CON0298,OPP0002,15,Executive sponsor confirmed budget.,EMP0009
ACT1055,Meeting,2022-02-12,CON0560,OPP0201,120,Discussed roadmap and budget approval.,EMP0023
ACT1056,Follow-up,2024-02-12,CON0018,OPP0164,15,POC results reviewed - client satisfied.,EMP0007
ACT1057,Webinar,2023-07-28,CON0214,OPP0422,30,Legal review of MSA initiated.,EMP0030
ACT1058,Site Visit,2023-02-20,CON0748,OPP0030,120,New requirements gathered for phase 2.,EMP0051
ACT1059,Demo,2023-10-18,CON0431,OPP0433,120,Security questionnaire submitted and reviewed.,EMP0056
ACT1060,Site Visit,2023-02-16,CON0014,OPP0046,15,Discussed roadmap and budget approval.,EMP0010
ACT1061,Call,2024-12-13,CON0610,OPP0302,30,Follow-up on proposal sent last week.,EMP0142
ACT1062,Proposal Review,2024-12-03,CON0117,OPP0373,15,Executive sponsor confirmed budget.,EMP0080
ACT1063,Call,2022-12-22,CON0540,OPP0330,30,Pricing negotiation in progress.,EMP0072
ACT1064,Email,2023-11-18,CON0557,OPP0451,90,Executive sponsor confirmed budget.,EMP0047
ACT1065,Call,2023-04-17,CON0051,OPP0473,45,New requirements gathered for phase 2.,EMP0057
ACT1066,Proposal Review,2024-05-04,CON0435,OPP0046,30,Executive sponsor confirmed budget.,EMP0107
ACT1067,Site Visit,2022-12-15,CON0547,OPP0470,120,Discussed roadmap and budget approval.,EMP0132
ACT1068,Email,2022-10-15,CON0141,OPP0346,120,Integration requirements clarified.,EMP0134
ACT1069,Email,2023-12-16,CON0780,OPP0293,45,Executive sponsor confirmed budget.,EMP0118
ACT1070,Follow-up,2024-07-26,CON0004,OPP0447,45,Security questionnaire submitted and reviewed.,EMP0057
ACT1071,Email,2022-06-30,CON0038,OPP0179,120,Stakeholder alignment meeting held.,EMP0055
ACT1072,Demo,2022-01-18,CON0628,OPP0222,60,Security questionnaire submitted and reviewed.,EMP0052
ACT1073,Proposal Review,2024-10-28,CON0298,OPP0072,15,Stakeholder alignment meeting held.,EMP0150
ACT1074,Email,2023-09-24,CON0144,OPP0342,60,POC results reviewed - client satisfied.,EMP0060
ACT1075,Proposal Review,2024-04-15,CON0752,OPP0443,45,Renewal discussion started for next fiscal year.,EMP0008
ACT1076,Email,2024-04-10,CON0498,OPP0219,60,New requirements gathered for phase 2.,EMP0026
ACT1077,Proposal Review,2024-09-07,CON0408,OPP0446,30,Renewal discussion started for next fiscal year.,EMP0136
ACT1078,Demo,2024-04-17,CON0242,OPP0222,90,Stakeholder alignment meeting held.,EMP0092
ACT1079,Call,2022-06-29,CON0747,OPP0336,60,Security questionnaire submitted and reviewed.,EMP0042
ACT1080,Proposal Review,2024-04-02,CON0177,OPP0304,30,Demo completed - positive reception from technical team.,EMP0109
